"MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"E4965484","Beautiful One Plus Den Unit, Extensively Renovated, New Kitchen With New Cabinet, Quartz Countertop, Tile Floor And Appliances, New Tile Work And Vanity In Bathroom, Upscale, Water Resistant Vinyl Plank Flooring Thru Out, Fresh Paint, Bright N Spacious Layout 900 S.F.,  Well Maintained And Safe Building With Resort Like Amenities, 24 Hr Concierge, Indoor Pool, Tennis Court, Gym, Party Rm, Sauna. Steps To U Of T, Centennial College. A Nice Place To Call Home.**** EXTRAS **** New Stove, Newer Fridge, Dishwasher, Washer And Dryer, All Electric Light Fixtures. For  The 3D Virtual Tour And More Photos, Please Click Virtual Tour. Almost Totally Brand New And Extremely Spacious. (27487693)","2","1 + 1",,"Apartment","Storage - Locker, Party Room, Sauna, Security/Concierge",,"$408,000 ","Single Family","2","Condominium/Strata","M1E5E6""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"W4965456","An Absolute Showplace! Beautifully Maintained Fabulous Sun Filled Spacious Corner Suite. Excellent Open Concept Fl Plan. Walk-Out To Large Balcony From Living Rm. Incredible Sunset View. 2 Bedrooms. 2 Full Bathrooms. 2 Side By Side Parking Space. 2 Balconies - 1 Open & 1 Juliette. Large Master Br With Walk-In Closet & Beautiful 4Pc Ensuite Wr Features A Soaker Tub. Prime Lakeview Neighbourhood. Walk To The Lake, Parks, Waterfront Trail, Rec Centre & Schools.**** EXTRAS **** Refrigerator, Stove, Dishwasher, Washer, Dryer, All Existing Window Coverings. Locker On Same Level As Parking. Impressive Lobby With Concierge. Possession Date: Dec 1, 2020 Or Jan 2021. (27488035)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$619,900 ","Single Family","2","Condominium/Strata","L5E3K4"
"W4965263","This Is A Great Townhouse In A Small Well Maintained Complex.  Excellent Layout With Three Large Bedrooms With Two Additional Bedrooms In The Basement.  Perfect For A Growing Family. Mins From Hwy 403, Hospital And Erin Mills Town Centre.  Shows Well**** EXTRAS **** Fridge,Stove,Washer,Dryer.All Elf Light  Fixtures (27487767)","4","3 + 2",,"Row / Townhouse",,,"$699,000 ","Single Family","2","Condominium/Strata","L5L2Z2"
"W4965049","Luxury Living In This Modern Open Concept Condo In Highly Coveted Pinnacle Residence 9. This Bright Spacious Two Bedroom Plus Study/Den Features Open Concept Kitchen With Upgraded Maple Cabinets, Backsplash, Granite Counter Top, Stainless Steel Appliances, Floor To Ceiling Windows With Toronto Skyline And Lake Views. Master Bedroom With 4Pc Ensuite, Walk In Closet.  Ultimate Location Close To Shopping , Restaurants, Schools, Public Transit And City Centre.**** EXTRAS **** Stainless Steel Fridge, Stove, Built-In Dishwasher, Built-In Microwave, Washer And Dryer.  All Electrical Light Fixtures, All Windows Coverings And Curtains. (1) One Parking, (1) One Locker. State Of The Art Building W/Fabulous Amenities (27487492)","2","2 + 1",,"Apartment","Storage - Locker, Security/Concierge, Sauna, Exercise Centre",,"$674,900 ","Single Family","1","Condominium/Strata","L5B4M6"
"W4965123","Location, Location, Location. 3 Bedroom 2 Washroom Recently Renovated Fresh Paint & New Laminate Floors. Designer Kitchen With Quartz Countertops 1079 Sq Ft Of Living Space. Corner Unit With Balcony Facing South East, Bright, A Lot Of Windows. 9 Ft Ceiling, Master Bedroom With Walk-In Closet & Ensuite. Move In Ready, 1 Parking & 1 Locker. Walking Distance To Square One & Sheridan College**** EXTRAS **** All S/S Appliances, Washer, Dryer, All Window Blinds, 24/7 Concierge, Gym, Indoor Pool, Roof Top Garden And Much More (27487582)","2","3",,"Apartment","Storage - Locker, Security/Concierge, Party Room",,"$688,888 ","Single Family","1","Condominium/Strata","L5B0A1"
"W4965148","Great Opportunity To Live In This 1+1 Unit With Large Den. Located In The Heart Of Mississauga Steps From Sq. Beautiful Unit With Lots Of Light, Many Amenities Like Security, Pool, Hot Tub, Gym, Easy Visitor Parking, Close To Erindale Go Train, Public Transportation, Schools, Parks, Shopping & More! One Locker And One Parking Owned With The Unit.**** EXTRAS **** Incl: Ss Fridge, Ss Stove, Ss Dishwasher ,Ss Microwave , Washer & Dryer, All Light Fixtures , All Windows Blinds , Buyers And Buyers Agent To Verify Taxes And Measurements. (27487613)","1","1 + 1",,"Apartment","Storage - Locker",,"$499,900 ","Single Family","1","Condominium/Strata","L5B0H8"
"W4965213","Total 1297 Sq + 110 Sq Balcony, Corner Unit. 2+1 Den With 2 Full Washrooms. Laminate Floor Throughout. 10 Feet High Ceiling. Floor To Ceiling Windows. Walk-In Closet In Master Bedroom. Big Open Living, Dining + Kitchen. Very Spacious & Designer Kitchen With S/S Appliances And Island With Breakfast Bar, Quartz Countertop.**** EXTRAS **** S/S Appliances, Washer, Dryer, All Window Curtains & Blinds. Extra Wide Parking Spot (27487695)","2","2 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room",,"$599,888 ","Single Family","1","Condominium/Strata","L5B0J7"
"W4965223","Enjoy An Unobstructed City& Lake View From Your Balcony On The 20th Floor Or Rent It Out W Positive Cashflow! This 7 Years New, Freshly Painted Parkside Village Condo Is At A Walking Distance To Square One Mall, Starbucks, Close To Movie Theatres, Library, Living Arts Centre, Sheridan College & With Easy Access To Hwy 401, 403, Qew. Amazing Amenities Include Gym, Rooftop Garden, Yoga Room, Internet Lounge, Children's Playground, Wine Cellar, Party Room & More**** EXTRAS **** Incl. S/S Fridge, Stove, Rangehood, B/I Dishwasher, Stacked Washer, Dryer, All Elf's. 1 Parking & 1 Locker. Move-In Ready Unit With O/Concept Living And Dining Area, Good Sized Bedrooms With Custom-Fitted California Closets & Ample Windows (27487713)","1","2",,"Apartment","Storage - Locker, Car Wash, Security/Concierge, Exercise Centre",,"$549,500 ","Single Family","1","Condominium/Strata","L5B0G3"
"W4965410","One Of The Most Beautiful Units In The Building! Bright & Immaculate Open-Concept.2 Beds, 2 Bath! Fantastic Updated Suite W/ Floor To Ceiling Windows, 9 Ft Ceilings! Upgraded Kitchen W/ Granite Counters, S/S Appliances. En-Suite Laundry. Upgraded 5 Pce Master En-Suite, Engineered Laminate Flooring Throughout. Private Balcony With South East View Of Lake! All In The Heart Of Mississauga! Close To Square One, Bus Terminal, Ymca, Living Arts Centre, Schools**** EXTRAS **** All Elfs & Window Coverings, Stainless Steel Fridge, Stove, Built In Dishwasher & Microwave, Stacked Washer And Dryer, Huge Locker 10' X 5'8"""" (27487973)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Exercise Centre",,"$545,000 ","Single Family","1","Condominium/Strata","L5B0H8"
"W4962438","Amazing Sun-Filled Corner Unit With 4 Windows In The Living/Dining Area. Southwest Exposure With Unobstructed South View. Open Concept Living/Kitchen, Walk-Out From The Kitchen To Large Balcony. Great Layout Oversized Ensuite Laundry. Ttc At The Door, One Bus To Subway, Walking Distance To Lake Ontario, Stores, Schools, Humber College, Bike Trails, Park And Close To Highways.**** EXTRAS **** S/S Fridge, Stoves, Dishwasher, Washer/Dryer, All The Elf's And All The Window Coverings. Kitchen Newly Renovated With Granite Countertop And Freshly Painted. (27484815)","1","2",,"Apartment",,,"$499,900 ","Single Family","1","Condominium/Strata","M8V4G7""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"W4965395","Welcome To Tridel's,The Essex, Luxury Condo, Situated In Highly Coveted Dundas/Kipling N'hood. Just Like A 2 Br Unit (Den Being Oversized To Fit A Queen Bed,Comes W/French Doors). Newer Laminate Floors, Open Concept Kitchen With C/Island And Newer Ss Stove &Ss Dw (2019). Upgdrd Washer&Dryer(2019). Master Offers Large Windows And A W/I Closet. Liv Rm Features W/O To Balcony& Floor To Ceiling Windows.Commuters Paradise,Walk To Kipling Subway & Go Transit.**** EXTRAS **** All Existing Elfs& Window Coverings, Ss Stove ,Dw.Fridge,Washer& Dryer, 1 Car Parking,*Low Maint Suite With Cost Of Heat & Water Included*Luxurious5 Star Amenities Incl 24 Hr Concierge, Indoor Pool, Gym, Billiards, Party Room, Visitor Pking (27487954)","1","1 + 1",,"Apartment","Security/Concierge, Exercise Centre",,"$509,900 ","Single Family","1","Condominium/Strata","M9B6M1"
"W4965408","Tridel Essex 2- Largest 1 Bdrm + Den (811 Sq Ft) Layout-Den Can Be Used As 2nd Bedroom/Office With Closet Plus Door. Open Concept Living & Dining With W/O To Balcony. Spacious Kitchen W/Island & Lots Of Storage. Newer Designer Paint. Ensuite Laundry W/Storage, Large Locker & Park Space.24Hrs Sec/Crg, Equipped Exercise Rooms, Entertainment Lounge W/ Kitchen Facilities,Indoor Pool, Sauna, Hot Tub,Virtual Golf, Rec & Card Rooms, Guest Suites.Fantastic Value!**** EXTRAS **** 6 Appliances (Newer-Fridge,Stove,S/S Built-In-Dishwasher, S/S Built-In Microwave, Washer And Dryer) All Elfs. Walk To Kipling Subway-Go Transit Hub Short Distance From Qew & Hwy 427, Sherway Gardens, Ikea, Shops And Restaurants. (27487969)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Exercise Centre",,"$512,900 ","Single Family","1","Condominium/Strata","M9B6M1"
"C4920215","Excellent Location, Bright, Spacious, Approx. 1390 S.F., Parquet Floors, Marble Foyer, Shows Well, Minutes To Subway And Highway, Two Side By Side Parking Near Elevator, Large Locker, Se View, 6 Appliances, Laminate Flooring, Located Within The Earl Haig School District**** EXTRAS **** Fridge, Stove, B/I Dishwasher, Washer, Dryer, And Freezer: Locker, 2 Side By Side Parking Near Elevator (27442165)","2","2 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$646,000 ","Single Family","2","Condominium/Strata","M2N6K6"
"C4964679","The Ultimate In Luxury Resides In This Penthouse Suite @ Yc Condos. This Award Wining Development Is The Epitome Of Sophisticated Urban Design. Clear. Sleek Gourmet Kitchen, Gorgeous En-Suite & Superior Finishes Throughout. 9,310 Sq Ft Of Amenities Including State-Of-The-Art Gym And A Dedicated Yoga And Stretch Studio That Opens To The Fresh Air. Stunning Infinity Pool Overlooking The Toronto Skyline.**** EXTRAS **** Amazing Location Collage/Yonge, Near Major Hospitals, Universities, Queens Park. Considered """"Park Heaven'. Fridge/Freezer, Dishwasher, Front Load Washer/Dryer, Fantastic East Facing View. (27486671)","1","0 + 1",,"Apartment","Security/Concierge, Exercise Centre, Recreation Centre",,"$488,888 ","Single Family",,"Condominium/Strata","M4Y0E9"
"C4964948","Wow! Your Search Stops Here! Incredible Opportunity To Own A Spacious (1619 Sq Ft) Modern Townhome In The Heart Of The City W/ Private Street Level Entry & An Entertainer's Delight Ground Level Terrace (Gas Line And /Water) & Direct Access To The Met Condo Amenities & Underground Parking Through The Unit! Two Oversize Bedrooms W/Ensuites & Walk-In Closets W/Custom Organizers. The Master On Private Level! 99 Walk Score!**** EXTRAS **** Large Den Can Be Used As Guest Room. Excellent Floor Plan Ideal For Both Entertaining And Every Day Living! Stainless Steel Appliances; Load Washer & Dryer; Complete W/Parking, 2 Lockers & 2 Bike Racks. Steps To All Transit & Conveniences. (27486951)","3","2 + 1",,"Row / Townhouse","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$888,000 ","Single Family","1","Condominium/Strata","M5B2J5"
"C4964957","Breathtaking View, Excellent Layout, Approx 646 + 47 Sqft Balcony.  Open Concept Kitchen W/Granite Countertops, State Of The Art 22,000 Sqft Amenities, Including Indoor Lap Pool, Children's Pool, Hot Tub, Basketball/Badminton Crt, Gym, Theatre, Party Room, Pet Spa And Etc. Excellent Walkability Score! 5 Minutes Walk To Leslie Station. Easy Access To 401.404, Close To Bayview Village**** EXTRAS **** Fridge, Stove, B/I Dishwasher, Combo Washer/Dryer, Microwave, Hood Fan. *One Parking*, *Locker* Included. (27486964)","1","1 + 1",,"Apartment","Storage - Locker",,"$529,000 ","Single Family","1","Condominium/Strata","M2K0B1"
"C4965001","Attention Builders & Investors. Solid Detached Home Is Ideal For Renovation Or To Build New. Located In Prime Davisville Village, Maurice Cody / Hodgson School District. 25 Ft X 176 Ft Deep Lot & Situated A Short Walk To Bayview Shops & Restaurants. House Being Sold In """"As Is"""" Condition.**** EXTRAS **** Fridge, Stove, Washer, Dryer, In As Is Condition. Light Fixtures + Window Coverings. Water Heater Is Owned. (27487019)","2","3",,"House",,,"$1,399,000 ","Single Family",,"Freehold","M4S1B8"
"C4965018","Tridel Skyview/Nicely Upgrad """"Sheriton"""" Suite/1341 Sq.Ft./2 Bdrm-Solarium/2 Washrms/2 Prks/Owned Oversize Locker.Well Organized Unit/Pot Lites,Engineered Brazilian Cherrywd Flrs Thru-Out/Great Kitchen W/ Extra Cupboards & Double Pantry/Water Purifier In Kit. (Samsung Cooktop Stove W/ Convecn. Oven/L G 3 Dr Fridge/Bosch D/W/Steam W/D/Silestone Counters In Kit/Terra Cotta Silgranite Double Sink. Huge Locker And Ensuite Storage+++.**** EXTRAS **** ***New Presentation***Show & Sell, Indoor/Outdoor Pools.Guest Suites All Inclusive Maintenance Fee.All Elfs/All Wnds Cvgrs,All Appliances/Show & Sell Situation/Offers To S/A /As Is/Where Is Condition (27487042)","2","2 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room",,"$748,000 ","Single Family","2","Condominium/Strata","M2N6J4"
"C4965101","Unique Townhome. Steps To Yonge & Sheppard. Spacious & Bright One Bedroom Open Concept 3 Storey Home Featuring New Flooring, New Stairs, New Lighting, Updated Kitchen Including Brand New, Never Used Appliances & Extra Large Pantry. Rare Stunning Sun Filled Roof Top Terrace To Entertain And Bbq. Freshly Painted. Short Walk To Ttc, Go Bus. Great Neighbourhood! Steps To Restaurants, Shopping, Across From Avondale Park And Much More.**** EXTRAS **** Brand New Whirlpool Appliances (Never Used) Fridge, Stove, Hoodrange, Dishwasher, Stacked Washer & Dryer, All Window Coverings, All Elf's. One Parking Included. Hwt, Furnace And A/C Rental $37.00/Month. (27487146)","1","1",,"Row / Townhouse",,,"$549,000 ","Single Family","1","Condominium/Strata","M2N7C2""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"N4965080","Fabulous Home In Prestigious Upper Thornhill Estates! **One Of The Largest House On The Street ** Hardwood Floors Throughout,  9 Ft Smooth Ceilings On Main Floor, Gas Fireplace, Extended Upper Kitchen Cabinets, Backsplash,Stainless Steel App.1 Bedroom Is As Big As Master, Main Floor Laundry, Master Ensuite, Upgraded Granite Counters Throughout. Professionally Finished Basement. Direct Access From Garage.Walking Distance To Parks And Playground .Shows A++**** EXTRAS **** Stainless Steel Appliances (Fridge, Stove, Dishwasher, Built In Over Range Microwave) Front Load Washer/Dryer, Central Vac And Attachments, All Elfs, Window Coverings, Garage Door Opener.Custom Made Laundry Cabinets (27487351)","4","3 + 1",,"House",,,"$1,088,000 ","Single Family","3","Freehold","L6A2E9"
"N4965115","Gorgeous Upgraded Very Clean 2 Car Garage Detached Located In High Demand Area Of Maple Features Hardwood Floors On Main,No Carpet Throughout,Newer Kitchen&Appliances(2014)New Roof(2017)New Furnace&Ac (2018)Pot Lights,Prof Interlocked Front & Back Yard, Potlights,Entrance Through Garage To House,Great Size Bedrooms,Prof Finished Basement With Pot Lights,Built-In Surround Sound Ideally Located Near High Rated Public Schoolsvaughan Mills,Wonderland,Transit,Hwy,**** EXTRAS **** S/S Fridge, S/S Stove,S/S Dishwasher,S/S Overhead Microwave, Washer, Dryer, Cac ,All Window Coverings, All Elfs,Garage Door Opener,Ideal For First Time Buyers, Public Transit On Doorstep,Parks Schools,All Major Stores, Highway 400, (27487393)","4","3",,"House",,,"$899,000 ","Single Family","6","Freehold","L6A3H2"
"N4965127","Nestled Among Million Dollar Homes In Prestigious Old Markham Village This Renovated Bungalow Offers: New Front Entr. Door, New Windows, New Kitch, New Appliances, Soft Close Drawers In Kitch. New Laminate Flrs,Renovated Wasrooms (Main W/2 Sinks), New Roof, New Cac,Pot Lights, No Side Walk, Interlock Patio,A Sunroom, New Garage Door,New Elect. Circuit Breakers,Separate Entr. To Basement. Access To House From Garage. Walk To Markham Go Station, Shops And Plaza**** EXTRAS **** Brand New Appliances; Fridge, Stove, B/I Dishwasher, & Rangehood, New Central A/C, New Garage Door Opener, New Elect.Light Fixtures, Washer & Dryer, Wood Stove/Fireplace In Basement, Hot Water Tank Is Owned. (27487407)","2","3",,"House",,,"$998,888 ","Single Family","4","Freehold","L3P1Z9"
"N4965132","Spacious & Upgraded 2+1 Br 2 Storey Condo W/Private Terrace O/Looking Greenery In Prestigious Thornhill! Very Quiet & Private, Large Bdrms, Den On Main Level Can Be Used As A 3rd Br. Huge Master Has A Newly Installed Closet Organizers In W/I Closet. $$$ Spent On A Sleek Modern Kit W/Quartz Counter! Lots Of Storage Space Inside Closets! Laundry Rm Has Newly S/S Washer & Dryer! Amazing Amenities - Indoor Pool, Sauna, Etc.! Family Friendly, Private Playground!**** EXTRAS **** Fridge, Stove, B/I Dishwasher, All Light Fixtures, Washer & Dryer Dining Set & Sofa Set Is Sold For Additional Price (Optional) Locker Rental - $20 Monthly. Viva Transit, Top Schools, Shopping Nearby! (27487413)","2","2 + 1",,"Apartment","Storage - Locker, Party Room, Sauna, Exercise Centre",,"$575,500 ","Single Family","1","Condominium/Strata","L3T4T4"
"N4965228","Unique, Safe Cul-De-Sac Enclave Of Upscale Georgian Style Townhomes In Prestigious 'Kingfisher' Hideaway Just Steps From The Heart Of All Richmond Hill Amenities. Formal Livingroom & Diningroom On Main Floor. Walk-Out From Good Size Eat-In Kitchen To Private Back Garden. 3 Bathrooms. Upper Level W/ Private Master Suite To Relax In. Well Built Solid Concrete Construction Like Non Other. Minutes To Go Station, Hwy 404 Or 400 For Commute Or Trip To The Cottage.**** EXTRAS **** Incl: Fridge, Gas Stove, Dishwasher, Microwave, Washer, Dryer, All Elfs (Except Dr), Garage Door Opener & Remotes, Window Coverings. Excl: Hwt, Dining Room Elf (27487521)","3","3",,"Row / Townhouse",,,"$849,900 ","Single Family","2","Condominium/Strata","L4C0L6"
"N4965230","Welcome To This Phenomenal Home, Situated In One The Most Desired Areas In The City Of Vaughan. This Fully Renovated House Is  Meticulously Maintained . Steps Away From Sobeys , Garnet A.Williams Community Centre. Close To High Ranking Schools.This Is Just The Perfect Place To Call Home!**** EXTRAS **** Stainless Steel Appliances And All Electric Light Fixtures. (27487524)","4","3 + 1",,"House",,,"$1,049,000 ","Single Family","3","Freehold","L4J5K4"
"N4965237","**Ravine** **Location** The Most Sought-After North Richvale Neighborhood.3+2 Bedroom House, Pot Lights,Skylight,Modern Kitchen (Renovated 2012) With Sliding Door Opening To Beautiful Backyard And A Private View Of An Eye-Catching Ravine, Hardwood Floors Throughout (2012), Finished Basement With 2 Bedrooms And Full Bathroom ,Possibility To Open A Side Door And Potentially Generate Income . Close To Community Center, Go Train, Yonge St, Parks, Hillcrest Mall.**** EXTRAS **** S/S Stove, Washer, Dryer, Electrical Light Fixtures, Pot Lights,Central Air Condition,Central Vacuum Cleaner. (27487532)","4","3 + 2",,"House",,,"$979,000 ","Single Family","6","Freehold","L4C5X4"
"N4965255","Do Not Miss. Beautifully Renovated  Corner Penthouse. 2 Bright Bedrooms And Solarium. Walk To Hillcrest Mall, Transit, Minutes To All Amenities And Hwys. A Delightfully Quiet Condominium In The Heart5 Of Richmond Hill. Comes With Parking And Locker. Stainless Steel Appliances Approx. 1324 Sq. Ft. Spacious Unit. Fully Renovated, Public Transit In The Court Yard. Quiet Environment, Friendly Neighbors, Active Management Team, Fabulous Landscape.**** EXTRAS **** Access To Pool, Gym And Facilities At Club """"66"""". Brand New Stainless Fridge, Stove, Built In Dishwasher, Washer/Dryer, All Light Fixtures And Window Coverings. (27487553)","2","2 + 1",,"Apartment","Storage - Locker, Exercise Centre, Recreation Centre",,"$654,000 ","Single Family","1","Condominium/Strata","L4C8T1"
"N4965261","Fully Furnished 1 Of A Kind Rare Unit Custom Renos $70K+ Spent! Kitchen W/State Of The Art Samsung Black Ss Appliances Centre Island Induction Stove Quartz Countertops With Lots Of Potlights Custom Entertainment Built In Tv Unit Bathroom W/Shower System Custom Engineered Floors & European Closets W.Organizers Crown Moulding Utilities All Inclusive Including Basic Cable Walk To School Park & Community Centre Shops Restaurants Movie Go Stn Viva Upcoming Subway**** EXTRAS **** Black Stainless Steel Fridge Built-In Stove Induction Stove Dishwasher Chimney Hood Fan Clothes Washer Clothes Dryer All Elf's All Window Coverings European Wardrobes Tv Wall Unit. Status Cert. Available. Motivated Seller! (27487561)","1","2",,"Apartment","Storage - Locker, Car Wash, Security/Concierge, Party Room, Exercise Centre",,"$555,000 ","Single Family","1","Condominium/Strata","L4B0A2""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"N4965275","Beautiful And Spacious 1 Bdrm Condo In The Fountains. Kitchen With Granite Counters And Stainless Steel Appliances. Open Concept Modern Unit Featuring 9Ft Ceilings, Balcony, Large Master With Mirrored Closet, Neutral Decor, Amazing Amenities With 24Hr Concierge. Close To Ttc, Schools, Parks, Places Of Worship.**** EXTRAS **** Includes Stainless Steel Fridge, Stove, Built-In Dishwasher And Microwave/Hood, Washer And Dryer, Existing Electric Light Fixtures, One Parking Included (27487577)","1","1",,"Apartment","Security/Concierge, Party Room, Exercise Centre",,"$499,000 ","Single Family","1","Condominium/Strata","L4J0H8"
"N4965276","Luxurious Eden Park 2, High Demand 1+1 Bedroom W/ Unobstructed South View, 9Ft Ceilings, Bright And Spacious, Laminate Floor T/O, Modern Kitchen W/ Granite Countertop/Centre Island/Stainless Steel Appliances, Close To Hwy 404 & 407, Convenient Access To Public Transit, Restaurant, Great Building Amenities: Concierge/ Indoor Pool/ Sauna/Gym/Media Room/Game Room/Party Room/Guest Room/Pool/Bbq Area, Terrace, One Parking + One Locker Included.**** EXTRAS **** S/S Fridge, S/S Stove, Hood, Dishwasher, Washer/Dryer, All Light Fixtures, All Window Coverings. (27487579)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$479,000 ","Single Family","1","Condominium/Strata","L3T0B7"
"N4965310","Beautiful Move In Ready! Fully Renovated 3-Bedrm Townhouse, $$ Spent On Renovations In 2016! W/O To Private Backyard, Direct Access To Garage, Modern Kitchen W/Appliances. Hardwood Flooring With Matching Oak Staircase.Spacious Master Bedrm W/ Walk-In Closet, Finished Bsmt W/ Large Rec Room, Office & 3Pc Bath With Custom Glass Shower. Enjoy This Family Friendly Neighborhood Close To Johnsview Public School, Private Pool & Tennis Court & Thornhill Comm. Centre.**** EXTRAS **** Incl. Fridge, D/W, Range, Microwave, All Efls, Blinds, Washer/Dryer. Upgraded To Gas Furnace & Central A/C + Tankless Gas Hwt(Owned). Ethernet Cables Ran In Walls, Hardwired Smoke Detectors & Upgraded Windows 2018(Soundproofing). Gdo (27487618)","2","3",,"Row / Townhouse",,,"$720,000 ","Single Family","2","Condominium/Strata","L3T5B7"
"N4965335","The Perfect Entertainer's Suite! Premium South East Corner 2 Bedroom With Functional And Spacious Split Bedroom Design. Enjoy Breathtaking Views Anywhere In Your Home And Especially While Sipping Your Morning Coffee On Your Balcony. Huge Island And Dining Area, Excellent For Dinner Parties And Family Gatherings. One Of The Most Desirable Floorplans In The Complex! Location Is Fantastic With Highways, Transit And Shopping All Very Close By.**** EXTRAS **** Heat Reducing Efficiency Blinds, Upgraded Engineered Hardwood And Ceramic Throughout, Full Size Upgraded Appliances, Granite Countertops, Pot Drawer In Island, Wood Tiles On The Balcony Make It Comfortable And Easy To Keep Clean. Elfs Incl. (27487648)","2","2",,"Apartment","Storage - Locker",,"$799,000 ","Single Family","1","Condominium/Strata","L4K0H8"
"N4965344","Corso Milano Beautiful 1 Bedroom Condo, Spacious Open Concept Unit With Upgraded Laminated Flooring. Stonewall Fireplace, Approx 749 Sq Ft, 9Ft Ceilings, Nicely Painted, Stainless Steel Appliances, Granite Countertops & Breakfast Bar In Kitchen. Steps To Go Station & Transit. Close To All Amenities, Well Kept Building! Low Maintenance Fees!**** EXTRAS **** Stainless Steel Fridge, Stove, Microwave, Bi Dishwasher, Washer & Dryer. All Light Fixtures, All Window Coverings, One Parking, One Locker. (27487659)","1","1",,"Apartment","Storage - Locker, Party Room, Exercise Centre",,"$469,900 ","Single Family","1","Condominium/Strata","L6A4R7"
"N4965398","Welcome Home! This 3 Bedroom Detached Home Is In A Family Friendly Neighbourhood, Has A Great Layout And Laminate Throughout. The Neutral Coloured Modern Kitchen Features Stainless Steel Appliance Including An Over-The-Hood Microwave, Stone Counters, And Natural Light Coming From Both Ends. The Full Sized Finished Basement Gives You That Extra Space You Need And Boasts Brand New Laminate, Pot Lights, And A 3Pc Bathroom With A Sauna! ** This is a linked property.** **** EXTRAS **** New Laminate Installed On Main And Basement In 2020 And The Home Has Been Freshly Painted. Includes: Fridge, Stove/Oven, Over-The-Hood Microwave, Dishwasher, Washer, Dryer. Rental: Furnace And Tankless Water Heater (27487720)","3","3",,"House",,,"$850,000 ","Single Family","5","Freehold","L4C5V9"
"N4965420","Welcome To 62 Suncrest Blvd Unit 105 - Living Is Easy In This Impressive, Generously Spacious 737 Sq/Ft Professionally-Designed Ground Floor Condo With A Private Terrace That Overlooks The Picturesque South-Facing Courtyard And Beautiful Garden. The Open Floor Plan Features 9Ft Ceiling And Incorporates A Large Master Bedroom With Walk-In Closet, Modern Kitchen W/Quality Appliances, Updated 4Pc Bath, A Cleverly Concealed Laundry, And A Spacious Liv/Din Area.**** EXTRAS **** Other Highlights Include 2 Parking Spots (Tandem Parking), 2 Separate Lockers, All Appliances, Window Coverings And Light Fixtures. With Transport, Schools, Shops And Dining Within Easy Reach, This Is The Ideal Place To Call Home. (27487748)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$508,000 ","Single Family","2","Condominium/Strata","L3T7Y6"
"N4965447","Beautiful End Unit Townhome Overlooks The Best Part Of Dt Markham, Breathtaking Views Of The Pond And Ravine. Builder Finished 9Ft Ceiling Basement With Walk Out, 10 Ft Ceiling Living And Dining Rooms, Custom Fireplace, Three Large Terraces On Main Floor, 3rd And Rooftop, Two Juliet Balconies, Oversized 2nd And 3rd Bedrooms, All Brs Are Ensuites, Almost 4000 Sq. Ft Of Living Space, Private Elevator, High Ranking Schools, Public Transportation, Hwy 404 & 407**** EXTRAS **** S/S Gas Cook Top, S/S B/I Oven, S/S Range Hood, S/S Microwave, All Existing California Shutters, All Existing Light Fixtures (27487780)","4","3",,"Row / Townhouse",,,"$1,090,000 ","Single Family","3","Freehold","L6G0C1"
